8.536585365853658347e-01,8.409090909090909394e-01,7.857142857142856984e-01,5.428571428571428159e-01,8.857142857142856762e-01,8.750000000000000000e-01,5.714285714285713969e-01,5.714285714285713969e-01,8.181818181818182323e-01,6.296296296296296502e-01,8.372093023255814392e-01,8.620689655172413257e-01,3.888888888888888951e-01,7.142857142857143016e-01,2.000000000000000111e-01,8.809523809523809312e-01,9.687500000000000000e-01,9.074074074074074403e-01,9.655172413793103869e-01,6.206896551724138122e-01,8.965517241379310498e-01,7.894736842105263275e-01,7.179487179487179516e-01,7.884615384615384359e-01,9.285714285714286031e-01,8.823529411764705621e-01,9.499999999999999556e-01
8.536585365853658347e-01,8.157894736842105088e-01,7.600000000000000089e-01,4.838709677419354982e-01,8.750000000000000000e-01,8.750000000000000000e-01,5.200000000000000178e-01,5.714285714285713969e-01,7.894736842105263275e-01,5.833333333333333703e-01,8.333333333333333703e-01,8.399999999999999689e-01,3.529411764705882582e-01,5.789473684210526550e-01,2.000000000000000111e-01,8.684210526315789824e-01,9.687500000000000000e-01,8.936170212765957022e-01,9.629629629629629095e-01,6.071428571428570953e-01,8.571428571428570953e-01,7.142857142857143016e-01,6.562500000000000000e-01,7.708333333333333703e-01,9.200000000000000400e-01,8.571428571428570953e-01,9.411764705882352811e-01
8.421052631578946901e-01,7.878787878787878451e-01,7.500000000000000000e-01,4.666666666666666741e-01,8.571428571428570953e-01,8.666666666666666963e-01,4.545454545454545303e-01,5.714285714285713969e-01,7.647058823529411242e-01,5.454545454545454142e-01,8.157894736842105088e-01,8.260869565217391353e-01,3.529411764705882582e-01,5.555555555555555802e-01,2.000000000000000111e-01,8.437500000000000000e-01,1.000000000000000000e+00,8.717948717948718063e-01,9.599999999999999645e-01,5.769230769230768718e-01,8.333333333333333703e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.317073170731707155e-01,8.888888888888888395e-01,8.461538461538461453e-01,9.285714285714286031e-01
8.064516129032257563e-01,6.956521739130434590e-01,6.842105263157894912e-01,3.846153846153846367e-01,8.095238095238095344e-01,8.181818181818182323e-01,3.684210526315789269e-01,4.000000000000000222e-01,6.923076923076922906e-01,5.000000000000000000e-01,7.812500000000000000e-01,6.363636363636363535e-01,2.666666666666666630e-01,4.285714285714285476e-01,2.500000000000000000e-01,7.916666666666666297e-01,1.000000000000000000e+00,7.727272727272727071e-01,9.411764705882352811e-01,5.600000000000000533e-01,7.500000000000000000e-01,4.285714285714285476e-01,2.666666666666666630e-01,6.206896551724138122e-01,8.181818181818182323e-01,8.260869565217391353e-01,9.090909090909090606e-01
7.777777777777777901e-01,6.500000000000000222e-01,6.250000000000000000e-01,3.599999999999999867e-01,7.500000000000000000e-01,7.777777777777777901e-01,3.333333333333333148e-01,4.000000000000000222e-01,6.666666666666666297e-01,3.571428571428571508e-01,7.083333333333333703e-01,4.285714285714285476e-01,2.142857142857142738e-01,2.222222222222222099e-01,2.500000000000000000e-01,7.222222222222222099e-01,1.000000000000000000e+00,6.666666666666666297e-01,9.166666666666666297e-01,5.416666666666666297e-01,6.666666666666666297e-01,3.333333333333333148e-01,1.538461538461538547e-01,5.416666666666666297e-01,7.500000000000000000e-01,7.894736842105263275e-01,8.000000000000000444e-01
7.391304347826086474e-01,5.882352941176470784e-01,5.714285714285713969e-01,3.599999999999999867e-01,7.142857142857143016e-01,7.500000000000000000e-01,3.333333333333333148e-01,4.000000000000000222e-01,6.250000000000000000e-01,3.571428571428571508e-01,6.666666666666666297e-01,3.333333333333333148e-01,2.142857142857142738e-01,0.000000000000000000e+00,5.000000000000000000e-01,7.222222222222222099e-01,1.000000000000000000e+00,6.428571428571429047e-01,9.166666666666666297e-01,5.500000000000000444e-01,6.666666666666666297e-01,2.000000000000000111e-01,1.538461538461538547e-01,5.217391304347825942e-01,5.999999999999999778e-01,7.333333333333332815e-01,8.000000000000000444e-01
7.272727272727272929e-01,5.882352941176470784e-01,5.714285714285713969e-01,3.750000000000000000e-01,6.363636363636363535e-01,7.142857142857143016e-01,2.941176470588235392e-01,4.000000000000000222e-01,5.999999999999999778e-01,3.076923076923077094e-01,5.625000000000000000e-01,3.333333333333333148e-01,1.538461538461538547e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.222222222222222099e-01,1.000000000000000000e+00,5.833333333333333703e-01,8.571428571428570953e-01,5.500000000000000444e-01,6.250000000000000000e-01,2.000000000000000111e-01,1.538461538461538547e-01,5.000000000000000000e-01,5.999999999999999778e-01,7.333333333333332815e-01,8.000000000000000444e-01
7.058823529411765163e-01,5.454545454545454142e-01,5.454545454545454142e-01,3.684210526315789269e-01,6.666666666666666297e-01,7.142857142857143016e-01,2.857142857142856984e-01,2.500000000000000000e-01,3.333333333333333148e-01,1.666666666666666574e-01,5.000000000000000000e-01,3.333333333333333148e-01,1.818181818181818232e-01,0.000000000000000000e+00,nan,6.666666666666666297e-01,1.000000000000000000e+00,6.250000000000000000e-01,1.000000000000000000e+00,5.714285714285713969e-01,6.250000000000000000e-01,2.000000000000000111e-01,1.111111111111111049e-01,5.000000000000000000e-01,5.000000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
6.153846153846154188e-01,5.000000000000000000e-01,2.000000000000000111e-01,3.076923076923077094e-01,6.666666666666666297e-01,6.666666666666666297e-01,2.000000000000000111e-01,2.500000000000000000e-01,3.333333333333333148e-01,3.333333333333333148e-01,5.454545454545454142e-01,3.333333333333333148e-01,2.857142857142856984e-01,0.000000000000000000e+00,nan,6.923076923076922906e-01,1.000000000000000000e+00,5.714285714285713969e-01,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,2.000000000000000111e-01,1.666666666666666574e-01,4.375000000000000000e-01,5.000000000000000000e-01,6.666666666666666297e-01,6.666666666666666297e-01
6.666666666666666297e-01,nan,3.333333333333333148e-01,2.000000000000000111e-01,1.000000000000000000e+00,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,6.666666666666666297e-01,1.000000000000000000e+00,0.000000000000000000e+00,nan,1.000000000000000000e+00,nan,0.000000000000000000e+00,3.333333333333333148e-01,3.333333333333333148e-01,5.000000000000000000e-01,nan,nan
nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,1.000000000000000000e+00,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan
